pokemon,habilidades
Croagunk,"Anticipation,Dry Skin,Poison Touch"
Drapion,"Battle Armor,Sniper,Keen Eye"
Skorupi,"Battle Armor,Sniper,Keen Eye"
Hippowdon,"Sand Stream,Sand Force"
Hippopotas,"Sand Stream,Sand Force"
Lucario,"Steadfast,Inner Focus,Justified,Adaptability"
Riolu,"Steadfast,Inner Focus,Prankster"
Munchlax,"Pickup,Thick Fat,Gluttony"
Garchomp,"Sand Veil,Rough Skin,Sand Force"
Gabite,"Sand Veil,Rough Skin"
Gible,"Sand Veil,Rough Skin"
Spiritomb,"Pressure,Infiltrator"
Chatot,"Keen Eye,Tangled Feet,Big Pecks"
Happiny,"Natural Cure,Serene Grace,Friend Guard"
Mime Jr.,"Soundproof,Filter,Technician"
Bonsly,"Sturdy,Rock Head,Rattled"
Bronzong,"Levitate,Heatproof,Heavy Metal"
Bronzor,"Levitate,Heatproof,Heavy Metal"
Skuntank,"Stench,Aftermath,Keen Eye"
Stunky,"Stench,Aftermath,Keen Eye"
Chingling,Levitate
Purugly,"Thick Fat,Own Tempo,Defiant"
Glameow,"Limber,Own Tempo,Keen Eye"
Honchkrow,"Insomnia,Super Luck,Moxie"
Mismagius,Levitate
Lopunny,"Cute Charm,Klutz,Limber,Scrappy"
Buneary,"Run Away,Klutz,Limber"
Drifblim,"Aftermath,Unburden,Flare Boost"
Drifloon,"Aftermath,Unburden,Flare Boost"
Ambipom,"Technician,Pickup,Skill Link"
Gastrodon,"Sticky Hold,Storm Drain,Sand Force"
Shellos,"Sticky Hold,Storm Drain,Sand Force"
Cherrim,Flower Gift
Cherubi,Chlorophyll
Floatzel,"Swift Swim,Water Veil"
Buizel,"Swift Swim,Water Veil"
Pachirisu,"Run Away,Pickup,Volt Absorb"
Vespiquen,"Pressure,Unnerve"
Combee,"Honey Gather,Hustle"
Mothim,"Swarm,Tinted Lens"
Wormadam,"Anticipation,Overcoat,Anticipation,Overcoat,Anticipation,Overcoat"
Burmy,"Shed Skin,Overcoat,Shed Skin,Overcoat,Shed Skin,Overcoat"
Bastiodon,"Sturdy,Soundproof"
Shieldon,"Sturdy,Soundproof"
Rampardos,"Mold Breaker,Sheer Force"
Cranidos,"Mold Breaker,Sheer Force"
Roserade,"Natural Cure,Poison Point,Technician"
Budew,"Natural Cure,Poison Point,Leaf Guard"
Luxray,"Rivalry,Intimidate,Guts"
Luxio,"Rivalry,Intimidate,Guts"
Shinx,"Rivalry,Intimidate,Guts"
Kricketune,"Swarm,Technician"
Kricketot,"Shed Skin,Run Away"
Bibarel,"Simple,Unaware,Moody"
Bidoof,"Simple,Unaware,Moody"
Staraptor,"Intimidate,Reckless"
Staravia,"Intimidate,Reckless"
Starly,"Keen Eye,Reckless"
Empoleon,"Torrent,Competitive"
Prinplup,"Torrent,Competitive"
Piplup,"Torrent,Competitive"
Infernape,"Blaze,Iron Fist"
Monferno,"Blaze,Iron Fist"
Chimchar,"Blaze,Iron Fist"
Torterra,"Overgrow,Shell Armor"
Grotle,"Overgrow,Shell Armor"
Turtwig,"Overgrow,Shell Armor"
Deoxys,"Pressure,Pressure,Pressure,Pressure"
Jirachi,Serene Grace
Rayquaza,"Air Lock,Delta Stream"
Groudon,"Drought,Desolate Land"
Kyogre,"Drizzle,Primordial Sea"
Latios,"Levitate,Levitate"
Latias,"Levitate,Levitate"
Registeel,"Clear Body,Light Metal"
Regice,"Clear Body,Ice Body"
Regirock,"Clear Body,Sturdy"
Metagross,"Clear Body,Light Metal,Tough Claws"
Metang,"Clear Body,Light Metal"
Beldum,"Clear Body,Light Metal"
Salamence,"Intimidate,Moxie,Aerilate"
Shelgon,"Rock Head,Overcoat"
Bagon,"Rock Head,Sheer Force"
Luvdisc,"Swift Swim,Hydration"
Relicanth,"Swift Swim,Rock Head,Sturdy"
Gorebyss,"Swift Swim,Hydration"
Huntail,"Swift Swim,Water Veil"
Clamperl,"Shell Armor,Rattled"
Walrein,"Thick Fat,Ice Body,Oblivious"
Sealeo,"Thick Fat,Ice Body,Oblivious"
Spheal,"Thick Fat,Ice Body,Oblivious"
Glalie,"Inner Focus,Ice Body,Moody,Refrigerate"
Snorunt,"Inner Focus,Ice Body,Moody"
Wynaut,"Shadow Tag,Telepathy"
Absol,"Pressure,Super Luck,Justified,Magic Bounce"
Chimecho,Levitate
Tropius,"Chlorophyll,Solar Power,Harvest"
Dusclops,"Pressure,Frisk"
Duskull,"Levitate,Frisk"
Banette,"Insomnia,Frisk,Cursed Body,Prankster"
Shuppet,"Insomnia,Frisk,Cursed Body"
Kecleon,"Color Change,Protean"
Castform,"Forecast,Forecast,Forecast,Forecast"
Milotic,"Marvel Scale,Competitive,Cute Charm"
Feebas,"Swift Swim,Oblivious,Adaptability"
Armaldo,"Battle Armor,Swift Swim"
Anorith,"Battle Armor,Swift Swim"
Cradily,"Suction Cups,Storm Drain"
Lileep,"Suction Cups,Storm Drain"
Claydol,Levitate
Baltoy,Levitate
Crawdaunt,"Hyper Cutter,Shell Armor,Adaptability"
Corphish,"Hyper Cutter,Shell Armor,Adaptability"
Whiscash,"Oblivious,Anticipation,Hydration"
Barboach,"Oblivious,Anticipation,Hydration"
Solrock,Levitate
Lunatone,Levitate
Seviper,"Shed Skin,Infiltrator"
Zangoose,"Immunity,Toxic Boost"
Altaria,"Natural Cure,Cloud Nine,Pixilate"
Swablu,"Natural Cure,Cloud Nine"
Cacturne,"Sand Veil,Water Absorb"
Cacnea,"Sand Veil,Water Absorb"
Flygon,Levitate
Vibrava,Levitate
Trapinch,"Hyper Cutter,Arena Trap,Sheer Force"
Spinda,"Own Tempo,Tangled Feet,Contrary"
Grumpig,"Thick Fat,Own Tempo,Gluttony"
Spoink,"Thick Fat,Own Tempo,Gluttony"
Torkoal,"White Smoke,Drought,Shell Armor"
Camerupt,"Magma Armor,Solid Rock,Anger Point,Sheer Force"
Numel,"Oblivious,Simple,Own Tempo"
Wailord,"Water Veil,Oblivious,Pressure"
Wailmer,"Water Veil,Oblivious,Pressure"
Sharpedo,"Rough Skin,Speed Boost,Strong Jaw"
Carvanha,"Rough Skin,Speed Boost"
Swalot,"Liquid Ooze,Sticky Hold,Gluttony"
Gulpin,"Liquid Ooze,Sticky Hold,Gluttony"
Roselia,"Natural Cure,Poison Point,Leaf Guard"
Illumise,"Oblivious,Tinted Lens,Prankster"
Volbeat,"Illuminate,Swarm,Prankster"
Minun,"Minus,Volt Absorb"
Plusle,"Plus,Lightning Rod"
Manectric,"Static,Lightning Rod,Minus,Intimidate"
Electrike,"Static,Lightning Rod,Minus"
Medicham,"Pure Power,Telepathy,Pure Power"
Meditite,"Pure Power,Telepathy"
Aggron,"Sturdy,Rock Head,Heavy Metal,Filter"
Lairon,"Sturdy,Rock Head,Heavy Metal"
Aron,"Sturdy,Rock Head,Heavy Metal"
Mawile,"Hyper Cutter,Intimidate,Sheer Force,Huge Power"
Sableye,"Keen Eye,Stall,Prankster,Magic Bounce"
Delcatty,"Cute Charm,Normalize,Wonder Skin"
Skitty,"Cute Charm,Normalize,Wonder Skin"
Nosepass,"Sturdy,Magnet Pull,Sand Force"
Azurill,"Thick Fat,Huge Power,Sap Sipper"
Hariyama,"Thick Fat,Guts,Sheer Force"
Makuhita,"Thick Fat,Guts,Sheer Force"
Exploud,"Soundproof,Scrappy"
Loudred,"Soundproof,Scrappy"
Whismur,"Soundproof,Rattled"
Shedinja,Wonder Guard
Ninjask,"Speed Boost,Infiltrator"
Nincada,"Compound Eyes,Run Away"
Slaking,Truant
Vigoroth,Vital Spirit
Slakoth,Truant
Breloom,"Effect Spore,Poison Heal,Technician"
Shroomish,"Effect Spore,Poison Heal,Quick Feet"
Masquerain,"Intimidate,Unnerve"
Surskit,"Swift Swim,Rain Dish"
Gardevoir,"Synchronize,Trace,Telepathy,Pixilate"
Kirlia,"Synchronize,Trace,Telepathy"
Ralts,"Synchronize,Trace,Telepathy"
Pelipper,"Keen Eye,Drizzle,Rain Dish"
Wingull,"Keen Eye,Hydration,Rain Dish"
Swellow,"Guts,Scrappy"
Taillow,"Guts,Scrappy"
Shiftry,"Chlorophyll,Wind Rider,Pickpocket"
Nuzleaf,"Chlorophyll,Early Bird,Pickpocket"
Seedot,"Chlorophyll,Early Bird,Pickpocket"
Ludicolo,"Swift Swim,Rain Dish,Own Tempo"
Lombre,"Swift Swim,Rain Dish,Own Tempo"
Lotad,"Swift Swim,Rain Dish,Own Tempo"
Dustox,"Shield Dust,Compound Eyes"
Cascoon,Shed Skin
Beautifly,"Swarm,Rivalry"
Silcoon,Shed Skin
Wurmple,"Shield Dust,Run Away"
Linoone,"Pickup,Gluttony,Quick Feet,Pickup,Gluttony,Quick Feet"
Zigzagoon,"Pickup,Gluttony,Quick Feet,Pickup,Gluttony,Quick Feet"
Mightyena,"Intimidate,Quick Feet,Moxie"
Poochyena,"Run Away,Quick Feet,Rattled"
Swampert,"Torrent,Damp,Swift Swim"
Marshtomp,"Torrent,Damp"
Mudkip,"Torrent,Damp"
Blaziken,"Blaze,Speed Boost,Speed Boost"
Combusken,"Blaze,Speed Boost"
Torchic,"Blaze,Speed Boost"
Sceptile,"Overgrow,Unburden,Lightning Rod"
Grovyle,"Overgrow,Unburden"
Treecko,"Overgrow,Unburden"
Celebi,Natural Cure
Ho-oh,"Pressure,Regenerator"
Lugia,"Pressure,Multiscale"
Tyranitar,"Sand Stream,Unnerve,Sand Stream"
Pupitar,Shed Skin
Larvitar,"Guts,Sand Veil"
Suicune,"Pressure,Inner Focus"
Entei,"Pressure,Inner Focus"
Raikou,"Pressure,Inner Focus"
Blissey,"Natural Cure,Serene Grace,Healer"
Miltank,"Thick Fat,Scrappy,Sap Sipper"
Magby,"Flame Body,Vital Spirit"
Elekid,"Static,Vital Spirit"
Smoochum,"Oblivious,Forewarn,Hydration"
Hitmontop,"Intimidate,Technician,Steadfast"
Tyrogue,"Guts,Steadfast,Vital Spirit"
Smeargle,"Own Tempo,Technician,Moody"
Stantler,"Intimidate,Frisk,Sap Sipper"
Porygon2,"Trace,Download,Analytic"
Donphan,"Sturdy,Sand Veil"
Phanpy,"Pickup,Sand Veil"
Kingdra,"Swift Swim,Sniper,Damp"
Houndoom,"Early Bird,Flash Fire,Unnerve,Solar Power"
Houndour,"Early Bird,Flash Fire,Unnerve"
Skarmory,"Keen Eye,Sturdy,Weak Armor"
Mantine,"Swift Swim,Water Absorb,Water Veil"
Delibird,"Vital Spirit,Hustle,Insomnia"
Octillery,"Suction Cups,Sniper,Moody"
Remoraid,"Hustle,Sniper,Moody"
Corsola,"Hustle,Natural Cure,Regenerator,Weak Armor,Cursed Body"
Piloswine,"Oblivious,Snow Cloak,Thick Fat"
Swinub,"Oblivious,Snow Cloak,Thick Fat"
Magcargo,"Magma Armor,Flame Body,Weak Armor"
Slugma,"Magma Armor,Flame Body,Weak Armor"
Ursaring,"Guts,Quick Feet,Unnerve"
Teddiursa,"Pickup,Quick Feet,Honey Gather"
Sneasel,"Inner Focus,Keen Eye,Pickpocket,Inner Focus,Keen Eye,Pickpocket"
Heracross,"Swarm,Guts,Moxie,Skill Link"
Shuckle,"Sturdy,Gluttony,Contrary"
Scizor,"Swarm,Technician,Light Metal,Technician"
Qwilfish,"Poison Point,Swift Swim,Intimidate,Poison Point,Swift Swim,Intimidate"
Granbull,"Intimidate,Quick Feet,Rattled"
Snubbull,"Intimidate,Run Away,Rattled"
Steelix,"Rock Head,Sturdy,Sheer Force,Sand Force"
Gligar,"Hyper Cutter,Sand Veil,Immunity"
Dunsparce,"Serene Grace,Run Away,Rattled"
Forretress,"Sturdy,Overcoat"
Pineco,"Sturdy,Overcoat"
Girafarig,"Inner Focus,Early Bird,Sap Sipper"
Wobbuffet,"Shadow Tag,Telepathy"
Unown,Levitate
Misdreavus,Levitate
Slowking,"Oblivious,Own Tempo,Regenerator,Curious Medicine,Own Tempo,Regenerator"
Murkrow,"Insomnia,Super Luck,Prankster"
Umbreon,"Synchronize,Inner Focus"
Espeon,"Synchronize,Magic Bounce"
Quagsire,"Damp,Water Absorb,Unaware"
Wooper,"Damp,Water Absorb,Unaware,Poison Point,Water Absorb,Unaware"
Yanma,"Speed Boost,Compound Eyes,Frisk"
Sunflora,"Chlorophyll,Solar Power,Early Bird"
Sunkern,"Chlorophyll,Solar Power,Early Bird"
Aipom,"Run Away,Pickup,Skill Link"
Jumpluff,"Chlorophyll,Leaf Guard,Infiltrator"
Skiploom,"Chlorophyll,Leaf Guard,Infiltrator"
Hoppip,"Chlorophyll,Leaf Guard,Infiltrator"
Politoed,"Water Absorb,Damp,Drizzle"
Sudowoodo,"Sturdy,Rock Head,Rattled"
Azumarill,"Thick Fat,Huge Power,Sap Sipper"
Marill,"Thick Fat,Huge Power,Sap Sipper"
Bellossom,"Chlorophyll,Healer"
Ampharos,"Static,Plus,Mold Breaker"
Flaaffy,"Static,Plus"
Mareep,"Static,Plus"
Xatu,"Synchronize,Early Bird,Magic Bounce"
Natu,"Synchronize,Early Bird,Magic Bounce"
Togetic,"Hustle,Serene Grace,Super Luck"
Togepi,"Hustle,Serene Grace,Super Luck"
Igglybuff,"Cute Charm,Competitive,Friend Guard"
Cleffa,"Cute Charm,Magic Guard,Friend Guard"
Pichu,"Static,Lightning Rod"
Lanturn,"Volt Absorb,Illuminate,Water Absorb"
Chinchou,"Volt Absorb,Illuminate,Water Absorb"
Crobat,"Inner Focus,Infiltrator"
Ariados,"Swarm,Insomnia,Sniper"
Spinarak,"Swarm,Insomnia,Sniper"
Ledian,"Swarm,Early Bird,Iron Fist"
Ledyba,"Swarm,Early Bird,Rattled"
Noctowl,"Insomnia,Keen Eye,Tinted Lens"
Hoothoot,"Insomnia,Keen Eye,Tinted Lens"
Furret,"Run Away,Keen Eye,Frisk"
Sentret,"Run Away,Keen Eye,Frisk"
Feraligatr,"Torrent,Sheer Force"
Croconaw,"Torrent,Sheer Force"
Totodile,"Torrent,Sheer Force"
Typhlosion,"Blaze,Flash Fire,Blaze,Frisk"
Quilava,"Blaze,Flash Fire"
Cyndaquil,"Blaze,Flash Fire"
Meganium,"Overgrow,Leaf Guard"
Bayleef,"Overgrow,Leaf Guard"
Chikorita,"Overgrow,Leaf Guard"
Mew,Synchronize
Mewtwo,"Pressure,Unnerve,Steadfast,Insomnia"
Dragonite,"Inner Focus,Multiscale"
Dragonair,"Shed Skin,Marvel Scale"
Dratini,"Shed Skin,Marvel Scale"
Moltres,"Pressure,Flame Body,Berserk"
Zapdos,"Pressure,Static,Defiant"
Articuno,"Pressure,Snow Cloak,Competitive"
Snorlax,"Immunity,Thick Fat,Gluttony"
Aerodactyl,"Rock Head,Pressure,Unnerve,Tough Claws"
Kabutops,"Swift Swim,Battle Armor,Weak Armor"
Kabuto,"Swift Swim,Battle Armor,Weak Armor"
Omastar,"Swift Swim,Shell Armor,Weak Armor"
Omanyte,"Swift Swim,Shell Armor,Weak Armor"
Porygon,"Trace,Download,Analytic"
Flareon,"Flash Fire,Guts"
Jolteon,"Volt Absorb,Quick Feet"
Vaporeon,"Water Absorb,Hydration"
Eevee,"Run Away,Adaptability,Anticipation"
Ditto,"Limber,Imposter"
Lapras,"Water Absorb,Shell Armor,Hydration"
Gyarados,"Intimidate,Moxie,Mold Breaker"
Magikarp,"Swift Swim,Rattled"
Tauros,"Intimidate,Anger Point,Sheer Force,Intimidate,Anger Point,Cud Chew,Intimidate,Anger Point,Cud Chew,Intimidate,Anger Point,Cud Chew"
Pinsir,"Hyper Cutter,Mold Breaker,Moxie,Aerilate"
Magmar,"Flame Body,Vital Spirit"
Electabuzz,"Static,Vital Spirit"
Jynx,"Oblivious,Forewarn,Dry Skin"
Scyther,"Swarm,Technician,Steadfast"
Mr. Mime,"Soundproof,Filter,Technician,Vital Spirit,Screen Cleaner,Ice Body"
Starmie,"Illuminate,Natural Cure,Analytic"
Staryu,"Illuminate,Natural Cure,Analytic"
Seaking,"Swift Swim,Water Veil,Lightning Rod"
Goldeen,"Swift Swim,Water Veil,Lightning Rod"
Seadra,"Poison Point,Sniper,Damp"
Horsea,"Swift Swim,Sniper,Damp"
Kangaskhan,"Early Bird,Scrappy,Inner Focus,Parental Bond"
Tangela,"Chlorophyll,Leaf Guard,Regenerator"
Chansey,"Natural Cure,Serene Grace,Healer"
Rhydon,"Lightning Rod,Rock Head,Reckless"
Rhyhorn,"Lightning Rod,Rock Head,Reckless"
Weezing,"Levitate,Neutralizing Gas,Stench,Levitate,Neutralizing Gas,Misty Surge"
Koffing,"Levitate,Neutralizing Gas,Stench"
Lickitung,"Own Tempo,Oblivious,Cloud Nine"
Hitmonchan,"Keen Eye,Iron Fist,Inner Focus"
Hitmonlee,"Limber,Reckless,Unburden"
Marowak,"Rock Head,Lightning Rod,Battle Armor,Cursed Body,Lightning Rod,Rock Head"
Cubone,"Rock Head,Lightning Rod,Battle Armor"
Exeggutor,"Chlorophyll,Harvest,Frisk,Harvest"
Exeggcute,"Chlorophyll,Harvest"
Electrode,"Soundproof,Static,Aftermath,Soundproof,Static,Aftermath"
Voltorb,"Soundproof,Static,Aftermath,Soundproof,Static,Aftermath"
Kingler,"Hyper Cutter,Shell Armor,Sheer Force"
Krabby,"Hyper Cutter,Shell Armor,Sheer Force"
Hypno,"Insomnia,Forewarn,Inner Focus"
Drowzee,"Insomnia,Forewarn,Inner Focus"
Onix,"Rock Head,Sturdy,Weak Armor"
Gengar,"Cursed Body,Shadow Tag"
Haunter,Levitate
Gastly,Levitate
Cloyster,"Shell Armor,Skill Link,Overcoat"
Shellder,"Shell Armor,Skill Link,Overcoat"
Muk,"Stench,Sticky Hold,Poison Touch,Poison Touch,Gluttony,Power of Alchemy"
Grimer,"Stench,Sticky Hold,Poison Touch,Poison Touch,Gluttony,Power of Alchemy"
Dewgong,"Thick Fat,Hydration,Ice Body"
Seel,"Thick Fat,Hydration,Ice Body"
Dodrio,"Run Away,Early Bird,Tangled Feet"
Doduo,"Run Away,Early Bird,Tangled Feet"
Farfetch'd,"Keen Eye,Inner Focus,Defiant,Steadfast,Scrappy"
Magneton,"Magnet Pull,Sturdy,Analytic"
Magnemite,"Magnet Pull,Sturdy,Analytic"
Slowbro,"Oblivious,Own Tempo,Regenerator,Shell Armor,Quick Draw,Own Tempo,Regenerator"
Slowpoke,"Oblivious,Own Tempo,Regenerator,Gluttony,Own Tempo,Regenerator"
Rapidash,"Run Away,Flash Fire,Flame Body,Run Away,Pastel Veil,Anticipation"
Ponyta,"Run Away,Flash Fire,Flame Body,Run Away,Pastel Veil,Anticipation"
Golem,"Rock Head,Sturdy,Sand Veil,Magnet Pull,Sturdy,Galvanize"
Graveler,"Rock Head,Sturdy,Sand Veil,Magnet Pull,Sturdy,Galvanize"
Geodude,"Rock Head,Sturdy,Sand Veil,Magnet Pull,Sturdy,Galvanize"
Tentacruel,"Clear Body,Liquid Ooze,Rain Dish"
Tentacool,"Clear Body,Liquid Ooze,Rain Dish"
Victreebel,"Chlorophyll,Gluttony"
Weepinbell,"Chlorophyll,Gluttony"
Bellsprout,"Chlorophyll,Gluttony"
Machamp,"Guts,No Guard,Steadfast"
Machoke,"Guts,No Guard,Steadfast"
Machop,"Guts,No Guard,Steadfast"
Alakazam,"Synchronize,Inner Focus,Magic Guard,Trace"
Kadabra,"Synchronize,Inner Focus,Magic Guard"
Abra,"Synchronize,Inner Focus,Magic Guard"
Poliwrath,"Water Absorb,Damp,Swift Swim"
Poliwhirl,"Water Absorb,Damp,Swift Swim"
Poliwag,"Water Absorb,Damp,Swift Swim"
Arcanine,"Intimidate,Flash Fire,Justified,Intimidate,Flash Fire,Rock Head"
Oddish,"Chlorophyll,Run Away"
Golbat,"Inner Focus,Infiltrator"
Zubat,"Inner Focus,Infiltrator"
Wigglytuff,"Cute Charm,Competitive,Frisk"
Jigglypuff,"Cute Charm,Competitive,Friend Guard"
Ninetales,"Flash Fire,Drought,Snow Cloak,Snow Warning"
Vulpix,"Flash Fire,Drought,Snow Cloak,Snow Warning"
Clefable,"Cute Charm,Magic Guard,Unaware"
Clefairy,"Cute Charm,Magic Guard,Friend Guard"
Nidoking,"Poison Point,Rivalry,Sheer Force"
Nidorino,"Poison Point,Rivalry,Hustle"
Nidoran♂ (male),"Poison Point,Rivalry,Hustle"
Nidoqueen,"Poison Point,Rivalry,Sheer Force"
Nidorina,"Poison Point,Rivalry,Hustle"
Nidoran♀ (female),"Poison Point,Rivalry,Hustle"
Sandslash,"Sand Veil,Sand Rush,Snow Cloak,Slush Rush"
Sandshrew,"Sand Veil,Sand Rush,Snow Cloak,Slush Rush"
Raichu,"Static,Lightning Rod,Surge Surfer"
Pikachu,"Static,Lightning Rod"
Arbok,"Intimidate,Shed Skin,Unnerve"
Ekans,"Intimidate,Shed Skin,Unnerve"
Fearow,"Keen Eye,Sniper"
Spearow,"Keen Eye,Sniper"
Raticate,"Run Away,Guts,Hustle,Gluttony,Hustle,Thick Fat"
Rattata,"Run Away,Guts,Hustle,Gluttony,Hustle,Thick Fat"
Pidgeot,"Keen Eye,Tangled Feet,Big Pecks,No Guard"
Pidgeotto,"Keen Eye,Tangled Feet,Big Pecks"
Pidgey,"Keen Eye,Tangled Feet,Big Pecks"
Beedrill,"Swarm,Sniper,Adaptability"
Kakuna,Shed Skin
Weedle,"Shield Dust,Run Away"
Butterfree,"Compound Eyes,Tinted Lens"
Metapod,Shed Skin
Caterpie,"Shield Dust,Run Away"
Blastoise,"Torrent,Rain Dish,Mega Launcher"
Wartortle,"Torrent,Rain Dish"
Squirtle,"Torrent,Rain Dish"
Charizard,"Blaze,Solar Power,Tough Claws,Drought"
Charmeleon,"Blaze,Solar Power"
Charmander,"Blaze,Solar Power"
Venusaur,"Overgrow,Chlorophyll,Thick Fat"
Ivysaur,"Overgrow,Chlorophyll"
pokemon,habilidades,desc_habilidades
Bulbasaur,"Overgrow,Chlorophyll","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Abra,"Synchronize,Inner Focus,Magic Guard","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Poliwrath,"Water Absorb,Damp,Swift Swim","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., learns the following extra moves when using the , feature in Pokémon Scarlet & Violet., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves when it evolves in Pokémon Brilliant Diamond & Shining Pearl (regardless of level)., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Poliwhirl,"Water Absorb,Damp,Swift Swim","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., does not learn any moves by breeding in Pokémon Scarlet & Violet., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Poliwag,"Water Absorb,Damp,Swift Swim","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Arcanine,"Intimidate,Flash Fire,Justified,Intimidate,Flash Fire,Rock Head","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs.,The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves when it evolves in Pokémon Scarlet & Violet (regardless of level)., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Growlithe,"Intimidate,Flash Fire,Justified,Intimidate,Flash Fire,Rock Head","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs.,The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Legends: Arceus at the levels specified."
Primeape,"Vital Spirit,Anger Point,Defiant","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
Mankey,"Vital Spirit,Anger Point,Defiant","The ranges shown on the right are for a level 100 Pokémon. Maximum values are based on a beneficial nature, 252 EVs, 31 IVs; minimum values are based on a hindering nature, 0 EVs, 0 IVs., learns the following moves in Pokémon Scarlet & Violet at the levels specified., learns the following moves via breeding or picnics in Pokémon Scarlet & Violet. Details and compatible parents can be found on the , page., learns the following moves in Pokémon Brilliant Diamond & Shining Pearl at the levels specified., learns the following moves via breeding in Pokémon Brilliant Diamond & Shining Pearl. Details and compatible parents can be found on the , page."
